,date,year,month,day,day_of_year,num_samples,depth,chla,secchi,tp,doc,ph,tkn,no2,no3,nh4,dic,temp,par,poc,srp,tdn,tn,lake
17435,2001-11-27,2001,11,27,331,24,,15.45,2.4,40.0,,7.36,,,601.0,5.0,,8.2,,,,,,Esthwaite water
49068,2001-11-27,2001,11,27,331,24,,3.26,4.0,17.0,,7.17,,,443.0,5.0,,9.2,,,,,,Windermere -south basin
23411,2001-11-28,2001,11,28,332,9,,94.12,,0.063,,,,,,,,,,,,,,Hoveton little broad E.
35790,2001-11-28,2001,11,28,332,11,,35.4,,0.048,,,,,,,,,,,,,,South walsham broad
45076,2001-11-28,2001,11,28,332,11,,10.67,,0.0665,,,,,,,,,,,,,,Wroxham broad
6380,2001-11-28,2001,11,28,332,17,,3.0,2.7,27.7,,7.0,,,416.0,25.0,,7.8,,,,,,Bassenthwaite
14121,2001-11-28,2001,11,28,332,21,,3.6,4.3,10.0,,6.9,,,298.0,5.0,,7.5,,,,,,Derwentwater
26633,2001-11-28,2001,11,28,332,28,,20.13333333,1.82,49.3,,,,,,,,4.966666667,,,15.5,,,Loch leven
49419,2001-11-29,2001,11,29,333,15,2.0,35.85,,,,,,,,,,,,,,,,Wingra
50910,2001-12-01,2001,12,1,335,12,,3.39,,0.08,,,,,,,,,,,,,0.9,Taihu
4109,2001-12-04,2001,12,4,338,16,,10.77,,0.045,,,,,,,,7.8,,,,,,Barton broad E.
4512,2001-12-04,2001,12,4,338,16,,12.99,,0.045,,,,,,,,7.6,,,,,,Barton broad outflow
27327,2001-12-05,2001,12,5,339,15,,15.47,,0.064,,,,,,,,,,,,,,Martham south broad
22547,2001-12-05,2001,12,5,339,21,,42.4,,0.051,,,,,,,,7.4,,,,,,Heigham sound
22802,2001-12-05,2001,12,5,339,21,,73.69,,0.03865,,,,,,,,7.7,,,,,,Hickling broad
49938,2001-12-09,2001,12,9,343,35,2.0,12.6,,0.03105,,,,,,,,,,,0.001,,,Hamilton harbour
21243,2001-12-10,2001,12,10,344,21,,1.0,4.0,19.0,,6.61,,,610.0,34.0,,6.5,,,,,,Grasmere
17436,2001-12-11,2001,12,11,345,24,,9.37,2.3,35.1,,7.16,,,737.0,5.0,,6.9,,,,,,Esthwaite water
42788,2001-12-11,2001,12,11,345,14,,4.88,,0.029,,,,,,,,2.6,,,,,,Upton great broad
20078,2001-12-11,2001,12,11,345,6,0.5,1.7,,,,,,,,,,,,,,,,Glan
49069,2001-12-11,2001,12,11,345,24,,2.74,4.2,19.6,,7.16,,,538.0,5.0,,8.1,,,,,,Windermere -south basin
34995,2001-12-11,2001,12,11,345,6,0.5,1.9,,,,,,,,,,,,,,,,Roxen -centrala delen
33953,2001-12-11,2001,12,11,345,19,,28.2,,0.068,,,,,,,,5.2,,,,,,Rollesby broad
8164,2001-12-11,2001,12,11,345,13,,2.2,2.3,29.2,,6.9,,,976.0,9.0,,6.4,,,,,,Belhalm tarn
29618,2001-12-11,2001,12,11,345,21,,4.47,,0.041,,,,,,,,4.6,,,,,,Ormesby broad
29902,2001-12-11,2001,12,11,345,21,,32.51,,0.076,,,,,,,,5.0,,,,,,Ormesby little broad
47210,2001-12-11,2001,12,11,345,24,,2.61,4.2,14.4,,7.08,,,529.0,5.0,,7.6,,,,,,Windermere -north basin
6381,2001-12-12,2001,12,12,346,17,,2.1,2.9,18.5,,6.9,,,488.0,5.0,,6.0,,,,,,Bassenthwaite
14122,2001-12-12,2001,12,12,346,21,,2.3,5.4,6.3,,6.7,,,366.0,5.0,,6.4,,,,,,Derwentwater
50740,2001-12-12,2001,12,12,346,11,3.0,81.0,,,,,,,,,,,,4.0,,,,Kasumigaura
51797,2001-12-17,2001,12,17,351,11,0.5,6.0,,,,,,,,,,,,,,,,Östra Ringsjön
43965,2001-12-17,2001,12,17,351,10,0.5,12.0,,,,,,,,,,,,,,,,Västra Ringsjön
39078,2001-12-17,2001,12,17,351,10,0.5,10.0,,,,,,,,,,,,,,,,Sätoftasjön
23378,2001-12-18,2001,12,18,352,10,,22.67,,0.035,,,,,,,,3.8,,,,,,Hoveton little broad
23412,2001-12-18,2001,12,18,352,9,,35.64,,0.059,,,,,,,,4.2,,,,,,Hoveton little broad E.
26634,2001-12-18,2001,12,18,352,28,,31.23333333,2.1,44.23333333,,,,,,,,3.866666667,,,8.1,,,Loch leven
35791,2001-12-18,2001,12,18,352,11,,17.03,,0.091,,,,,,,,3.6,,,,,,South walsham broad
45077,2001-12-18,2001,12,18,352,11,,6.76,,0.0625,,,,,,,,4.4,,,,,,Wroxham broad
33631,2001-12-18,2001,12,18,352,8,,18.48,,0.057,,,,,,,,3.9,,,,,,Ranworth broad
27328,2001-12-19,2001,12,19,353,15,,14.38,,0.044,,,,,,,,3.9,,,,,,Martham south broad
23058,2001-12-19,2001,12,19,353,22,,39.55,,0.033,,,,,,,,4.0,,,,,,Horsey mere
22803,2001-12-19,2001,12,19,353,21,,69.84,,0.052,,,,,,,,3.9,,,,,,Hickling broad
50911,2002-01-01,2002,1,1,1,12,,3.885,,0.043,,,,,,,,,,,,,1.83,Taihu
49939,2002-01-05,2002,1,5,5,39,2.0,11.45,,0.03025,,,,,,,,,,,0.00155,,,Hamilton harbour
29619,2002-01-07,2002,1,7,7,25,,8.51,,0.032,,,,,,,,1.9,,,,,,Ormesby broad
29903,2002-01-07,2002,1,7,7,24,,23.21,,0.04,,,,,,,,1.2,,,,,,Ormesby little broad
17783,2002-01-07,2002,1,7,7,25,,17.43,,0.075,,,,,,,,1.6,,,,,,Filby broad
33954,2002-01-07,2002,1,7,7,24,,29.32,,0.038,,,,,,,,2.0,,,,,,Rollesby broad
42789,2002-01-07,2002,1,7,7,13,,14.77,,0.0365,,,,,,,,1.2,,,,,,Upton great broad
4110,2002-01-08,2002,1,8,8,12,,28.77,,0.06,,,,,,,,,,,,,,Barton broad E.
47211,2002-01-08,2002,1,8,8,25,,1.8,5.3,13.7,,7.05,,,587.0,6.0,,5.6,,,,,,Windermere -north basin
49070,2002-01-08,2002,1,8,8,25,,2.5,5.9,17.4,,7.26,,,515.0,5.0,,5.6,,,,,,Windermere -south basin
14123,2002-01-09,2002,1,9,9,25,,3.1,4.5,6.7,,6.8,,,384.0,5.0,,3.1,,,,,,Derwentwater
6382,2002-01-09,2002,1,9,9,25,,2.7,2.4,21.1,,7.0,,,583.0,8.0,,2.8,,,,,,Bassenthwaite
50741,2002-01-09,2002,1,9,9,10,3.0,138.0,,,,,,,,,,,,6.1,,,,Kasumigaura
17437,2002-01-14,2002,1,14,14,25,,7.14,3.1,,,7.09,,,,,,4.1,,,,,,Esthwaite water
12728,2002-01-15,2002,1,15,15,18,1.5,0.05,,,,,,,,,,,,,,,,Crystal lake
22548,2002-01-15,2002,1,15,15,23,,61.88,,0.05,,,,,,,,5.7,,,,,,Heigham sound
23059,2002-01-15,2002,1,15,15,23,,25.19,,0.032,,,,,,,,5.2,,,,,,Horsey mere
22804,2002-01-15,2002,1,15,15,23,,87.28,,0.049,,,,,,,,5.8,,,,,,Hickling broad
27329,2002-01-15,2002,1,15,15,23,,19.03,,0.022,,,,,,,,6.2,,,,,,Martham south broad
26635,2002-01-15,2002,1,15,15,26,,67.5,1.45,51.2,,,,,,,,2.25,,,3.5,,,Loch leven
37017,2002-01-16,2002,1,16,16,18,1.5,0.35,,,,,,,,,,,,,,,,Sparkling lake
49940,2002-01-16,2002,1,16,16,39,2.0,2.8,,0.0347,,,,,,,,,,,0.0124,,,Hamilton harbour
41816,2002-01-17,2002,1,17,17,18,1.25,0.4,,,,,,,,,,,,,,,,Trout bog
29904,2002-01-21,2002,1,21,21,24,,53.11,,0.028,,,,,,,,6.3,,,,,,Ormesby little broad
11923,2002-01-21,2002,1,21,21,26,,2.1,,,,,,,,,,,,,,,,Constance untersee -rhein river
21244,2002-01-21,2002,1,21,21,24,,2.0,5.5,16.0,,6.7,,,809.0,38.0,,5.1,,,,,,Grasmere
42790,2002-01-21,2002,1,21,21,13,,8.57,,0.018,,,,,,,,6.6,,,,,,Upton great broad
29620,2002-01-21,2002,1,21,21,25,,9.7,,0.024,,,,,,,,6.1,,,,,,Ormesby broad
41173,2002-01-21,2002,1,21,21,18,1.0,0.366666667,,,,,,,,,,,,,,,,Trout lake
17784,2002-01-21,2002,1,21,21,25,,79.14,,0.067,,,,,,,,5.9,,,,,,Filby broad
47212,2002-01-22,2002,1,22,22,25,,1.63,4.5,11.8,,7.04,,,601.0,5.0,,5.6,,,,,,Windermere -north basin
33632,2002-01-22,2002,1,22,22,13,,16.62,,0.024,,,,,,,,6.6,,,,,,Ranworth broad
35792,2002-01-22,2002,1,22,22,13,,28.0,,0.037,,,,,,,,6.4,,,,,,South walsham broad
49071,2002-01-22,2002,1,22,22,25,,2.25,4.5,17.0,,7.23,,,660.0,5.0,,5.6,,,,,,Windermere -south basin
23413,2002-01-22,2002,1,22,22,9,,21.43,,0.02,,,,,,,,6.9,,,,,,Hoveton little broad E.
17438,2002-01-22,2002,1,22,22,25,,4.33,3.1,23.6,,7.23,,,967.0,5.0,,5.8,,,,,,Esthwaite water
45078,2002-01-22,2002,1,22,22,12,,5.95,,0.06,,,,,,,,7.1,,,,,,Wroxham broad
23379,2002-01-22,2002,1,22,22,9,,36.7,,0.027,,,,,,,,6.8,,,,,,Hoveton little broad
8802,2002-01-22,2002,1,22,22,18,1.5,0.35,,,,,,,,,,,,,,,,Big Muskellunge lake
8165,2002-01-22,2002,1,22,22,24,,1.6,3.0,21.8,,7.1,,,1356.0,5.0,,6.0,,,,,,Belhalm tarn
13390,2002-01-22,2002,1,22,22,18,0.75,0.25,,,,,,,,,,,,,,,,Crystal bog
10281,2002-01-22,2002,1,22,22,13,,21.23,,0.041,,,,,,,,7.5,,,,,,Cockshoot broad
2287,2002-01-23,2002,1,23,23,11,,38.75,,0.035,,,,,,,,,,,,,,Alderfen broad N.
11200,2002-01-23,2002,1,23,23,12,,14.4,,0.056,,,,,,,,,,,,,,Cromes broad
6383,2002-01-23,2002,1,23,23,25,,3.2,1.75,23.3,,7.1,,,691.0,11.0,,6.2,,,,,,Bassenthwaite
3445,2002-01-23,2002,1,23,23,18,1.0,1.3,,,,,,,,,,,,,,,,Allequash lake
14124,2002-01-23,2002,1,23,23,25,,3.7,3.3,8.5,,6.8,,,533.0,5.0,,6.3,,,,,,Derwentwater
49941,2002-01-24,2002,1,24,24,39,2.0,4.7,,0.0354,,,,,,,,,,,0.018,,,Hamilton harbour
4111,2002-01-28,2002,1,28,28,12,,13.8,,0.035,,,,,,,,8.0,,,,,,Barton broad E.
4513,2002-01-28,2002,1,28,28,11,,16.88,,0.034,,,,,,,,7.8,,,,,,Barton broad outflow
23060,2002-01-29,2002,1,29,29,23,,29.54,,0.053,,,,,,,,7.5,,,,,,Horsey mere
22805,2002-01-29,2002,1,29,29,23,,193.89,,0.0645,,,,,,,,7.6,,,,,,Hickling broad
49942,2002-01-29,2002,1,29,29,39,2.0,5.1,,0.03845,,,,,,,,,,,0.0141,,,Hamilton harbour
27330,2002-01-29,2002,1,29,29,23,,43.14,,0.024,,,,,,,,7.7,,,,,,Martham south broad
22549,2002-01-29,2002,1,29,29,23,,52.31,,0.052,,,,,,,,7.3,,,,,,Heigham sound
26636,2002-01-29,2002,1,29,29,26,,82.5,,65.6,,,,,,,,4.2,,,3.0,,,Loch leven
50912,2002-02-01,2002,2,1,32,12,,6.18,,0.07,,,,,,,,,,,,,3.45,Taihu
26637,2002-02-04,2002,2,4,35,26,,23.23333333,1.61,37.0,,,,,,,,7.566666667,,,3.466666667,,,Loch leven
33955,2002-02-04,2002,2,4,35,24,,14.04,,0.039,,,,,,,,7.5,,,,,,Rollesby broad
21245,2002-02-04,2002,2,4,35,24,,1.0,2.7,19.0,,6.64,,,655.0,22.0,,6.9,,,,,,Grasmere
29905,2002-02-04,2002,2,4,35,24,,31.38,,0.063,,,,,,,,7.5,,,,,,Ormesby little broad
17785,2002-02-04,2002,2,4,35,25,,37.0,,0.056,,,,,,,,7.5,,,,,,Filby broad
42791,2002-02-04,2002,2,4,35,13,,8.25,,0.0335,,,,,,,,7.5,,,,,,Upton great broad
29621,2002-02-04,2002,2,4,35,25,,21.05,,0.051,,,,,,,,7.3,,,,,,Ormesby broad
17439,2002-02-05,2002,2,5,36,25,,3.42,1.8,32.2,,7.195,,,976.0,9.0,,6.7,,,,,,Esthwaite water
49072,2002-02-05,2002,2,5,36,25,,1.99,4.0,18.5,,7.33,,,651.0,5.0,,6.1,,,,,,Windermere -south basin
8166,2002-02-05,2002,2,5,36,24,,1.9,1.8,30.3,,7.1,,,1220.0,5.0,,7.0,,,,,,Belhalm tarn
47213,2002-02-05,2002,2,5,36,25,,1.73,4.0,18.1,,7.06,,,642.0,5.0,,6.1,,,,,,Windermere -north basin
6384,2002-02-06,2002,2,6,37,25,,2.5,1.1,27.4,,6.9,,,587.0,5.0,,6.6,,,,,,Bassenthwaite
14125,2002-02-06,2002,2,6,37,25,,3.4,2.9,10.0,,6.8,,,411.0,5.0,,6.8,,,,,,Derwentwater
49943,2002-02-07,2002,2,7,38,39,2.0,13.95,,0.0348,,,,,,,,,,,0.0007,,,Hamilton harbour
11924,2002-02-09,2002,2,9,40,26,,4.8,,,,,,,,,,,,,,,,Constance untersee -rhein river
22550,2002-02-12,2002,2,12,43,23,,76.45,,0.067,,,,,,,,8.7,,,,,,Heigham sound
22806,2002-02-12,2002,2,12,43,23,,190.54,,0.134,,,,,,,,9.9,,,,,,Hickling broad
27331,2002-02-12,2002,2,12,43,23,,45.66,,0.055,,,,,,,,10.4,,,,,,Martham south broad
23061,2002-02-12,2002,2,12,43,23,,11.73,,0.006,,,,,,,,9.2,,,,,,Horsey mere
21838,2002-02-13,2002,2,13,44,8,0.5,1.1,,,,,,,,,,,,,,,,Gyslättasjön
50742,2002-02-13,2002,2,13,44,10,2.8,127.0,,,,,,,,,,,,6.0,,,,Kasumigaura
49944,2002-02-13,2002,2,13,44,39,2.0,6.8,,0.03475,,,,,,,,,,,0.0109,,,Hamilton harbour
18366,2002-02-13,2002,2,13,44,8,0.5,2.0,,,,,,,,,,,,,,,,Fiolen
37508,2002-02-18,2002,2,18,49,8,0.5,0.8,,,,,,,,,,,,,,,,Stengårdshultasjön
52011,2002-02-18,2002,2,18,49,8,0.5,0.9,,,,,,,,,,,,,,,,Övre Skärsjön
11925,2002-02-18,2002,2,18,49,26,,3.8,,,,,,,,,,,,,,,,Constance untersee -rhein river
21246,2002-02-18,2002,2,18,49,24,,1.0,4.2,21.0,,6.58,,,479.0,17.0,,6.9,,,,,,Grasmere
25927,2002-02-18,2002,2,18,49,8,0.5,0.6,,,,,,,,,,,,,,,,Lien
49945,2002-02-19,2002,2,19,50,39,2.0,8.55,,0.03415,,,,,,,,,,,0.01175,,,Hamilton harbour
47214,2002-02-19,2002,2,19,50,25,,0.97,3.9,13.7,,7.07,,,615.0,5.0,,6.3,,,,,,Windermere -north basin
49073,2002-02-19,2002,2,19,50,25,,1.68,4.8,19.2,,7.2,,,669.0,5.0,,6.3,,,,,,Windermere -south basin
26638,2002-02-19,2002,2,19,50,26,,51.6,1.09,59.7,,,,,,,,4.7,,,2.8,,,Loch leven
45079,2002-02-19,2002,2,19,50,12,,11.06,,0.073,,,,,,,,6.5,,,,,,Wroxham broad
33633,2002-02-19,2002,2,19,50,13,,24.42,,0.051,,,,,,,,6.3,,,,,,Ranworth broad
9113,2002-02-19,2002,2,19,50,6,0.2,14.0,,,,,,,,,,,,,,,,Björkesåkrasjön
24119,2002-02-19,2002,2,19,50,6,1.0,11.0,,,,,,,,,,,,,,,,Häckebergasjön
17440,2002-02-19,2002,2,19,50,25,,3.14,2.5,27.0,,7.175,,,1012.0,13.0,,6.9,,,,,,Esthwaite water
8167,2002-02-19,2002,2,19,50,24,,1.4,2.5,21.4,,7.0,,,1035.0,29.0,,6.9,,,,,,Belhalm tarn
35793,2002-02-19,2002,2,19,50,13,,26.58,,0.156,,,,,,,,,,,,,,South walsham broad
51480,2002-02-20,2002,2,20,51,8,0.5,3.8,,,,,,,,,,,,,,,,Älgsjön
29622,2002-02-20,2002,2,20,51,25,,24.97,,0.05,,,,,,,,6.5,,,,,,Ormesby broad
42792,2002-02-20,2002,2,20,51,13,,2.63,,0.022,,,,,,,,6.5,,,,,,Upton great broad
33956,2002-02-20,2002,2,20,51,24,,15.01,,0.039,,,,,,,,6.8,,,,,,Rollesby broad
17786,2002-02-20,2002,2,20,51,25,,2.63,,0.06,,,,,,,,6.7,,,,,,Filby broad
29906,2002-02-20,2002,2,20,51,24,,33.6,,0.051,,,,,,,,6.6,,,,,,Ormesby little broad
10282,2002-02-20,2002,2,20,51,13,,24.84,,0.059,,,,,,,,6.4,,,,,,Cockshoot broad
2288,2002-02-20,2002,2,20,51,11,,35.39,,0.046,,,,,,,,6.5,,,,,,Alderfen broad N.
14126,2002-02-20,2002,2,20,51,25,,4.9,3.0,11.1,,6.7,,,321.0,5.0,,6.7,,,,,,Derwentwater
43966,2002-02-20,2002,2,20,51,10,0.5,5.0,,,,,,,,,,,,,,,,Västra Ringsjön
6385,2002-02-20,2002,2,20,51,25,,3.5,2.4,22.9,,6.9,,,502.0,8.0,,6.5,,,,,,Bassenthwaite
3768,2002-02-21,2002,2,21,52,8,0.2,1.3,,,,,,,,,,,,,,,,Allgunnen
13391,2002-02-22,2002,2,22,53,18,1.25,0.375,,,,,,,,,,,,,,,,Crystal bog
4112,2002-02-22,2002,2,22,53,12,,24.36,,0.044,,,,,,,,5.1,,,,,,Barton broad E.
4514,2002-02-22,2002,2,22,53,11,,24.12,,0.042,,,,,,,,5.2,,,,,,Barton broad outflow
11201,2002-02-22,2002,2,22,53,12,,34.86,,0.077,,,,,,,,6.9,,,,,,Cromes broad
41174,2002-02-25,2002,2,25,56,18,1.5,0.25,,,,,,,,,,,,,,,,Trout lake
8803,2002-02-26,2002,2,26,57,18,1.5,0.15,,,,,,,,,,,,,,,,Big Muskellunge lake
42150,2002-02-26,2002,2,26,57,8,0.5,0.3,,,,,,,,,,,,,,,,Tryssjön
22551,2002-02-27,2002,2,27,58,23,,50.71,,0.033,,,,,,,,6.8,,,,,,Heigham sound
23062,2002-02-27,2002,2,27,58,23,,35.07,,0.05,,,,,,,,6.2,,,,,,Horsey mere
22807,2002-02-27,2002,2,27,58,23,,124.25,,0.131,,,,,,,,6.8,,,,,,Hickling broad
12729,2002-02-27,2002,2,27,58,18,1.5,0.25,,,,,,,,,,,,,,,,Crystal lake
27332,2002-02-27,2002,2,27,58,23,,27.42,,0.047,,,,,,,,6.6,,,,,,Martham south broad
43254,2002-02-28,2002,2,28,59,6,0.5,2.2,,,,,,,,,,,,,,,,Ulvhällsfjärden
43661,2002-02-28,2002,2,28,59,6,0.5,2.0,,,,,,,,,,,,,,,,Västeråsfjärden N.
37018,2002-02-28,2002,2,28,59,18,3.0,0.2,,,,,,,,,,,,,,,,Sparkling lake
49946,2002-03-01,2002,3,1,60,39,2.0,2.85,,0.0332,,,,,,,,,,,0.01415,,,Hamilton harbour
50913,2002-03-01,2002,3,1,60,12,,6.92,,0.054,,,,,,,,,,,,,2.27,Taihu
38775,2002-03-01,2002,3,1,60,6,0.5,11.0,,,,,,,,,,,,,,,,Svinnegarnsviken
21247,2002-03-04,2002,3,4,63,24,,1.0,3.8,16.0,,6.61,,,452.0,17.0,,5.2,,,,,,Grasmere
49947,2002-03-04,2002,3,4,63,39,2.0,2.9,,0.0239,,,,,,,,,,,0.0015,,,Hamilton harbour
11926,2002-03-04,2002,3,4,63,26,,6.1,,,,,,,,,,,,,,,,Constance untersee -rhein river
36425,2002-03-04,2002,3,4,63,6,0.5,3.6,,,,,,,,,,,,,,,,Skarven
9731,2002-03-04,2002,3,4,63,8,0.5,0.4,,,,,,,,,,,,,,,,Bösjön
15593,2002-03-04,2002,3,4,63,6,0.5,3.0,,,,,,,,,,,,,,,,Ekoln Vreta Udd
3446,2002-03-05,2002,3,5,64,18,0.0,0.1,,,,,,,,,,,,,,,,Allequash lake
8168,2002-03-05,2002,3,5,64,24,,1.9,2.3,24.0,,7.0,,,913.0,37.0,,5.8,,,,,,Belhalm tarn
26857,2002-03-05,2002,3,5,64,19,0.5,1.0,,,,,,,,,,,,,,,,Långsjön
47215,2002-03-05,2002,3,5,64,25,,1.13,4.7,14.4,,7.17,,,619.0,5.0,,5.8,,,,,,Windermere -north basin
49074,2002-03-05,2002,3,5,64,25,,3.83,4.7,20.3,,7.23,,,660.0,5.0,,5.8,,,,,,Windermere -south basin
17441,2002-03-05,2002,3,5,64,25,,4.31,3.0,25.1,,7.175,,,985.0,5.0,,6.0,,,,,,Esthwaite water
17787,2002-03-06,2002,3,6,65,25,,36.44,,0.039,,,,,,,,7.8,,,,,,Filby broad
41817,2002-03-06,2002,3,6,65,18,1.25,2.4,,,,,,,,,,,,,,,,Trout bog
42793,2002-03-06,2002,3,6,65,13,,7.21,,0.0215,,,,,,,,7.3,,,,,,Upton great broad
29623,2002-03-06,2002,3,6,65,25,,21.66,,0.01,,,,,,,,6.4,,,,,,Ormesby broad
26858,2002-03-06,2002,3,6,65,19,0.5,0.6,,,,,,,,,,,,,,,,Långsjön
33957,2002-03-06,2002,3,6,65,24,,16.44,,0.004,,,,,,,,6.5,,,,,,Rollesby broad
14127,2002-03-08,2002,3,8,67,25,,7.8,3.5,11.1,,6.8,,,303.0,5.0,,6.0,,,,,,Derwentwater
6386,2002-03-08,2002,3,8,67,25,,4.5,2.0,18.1,,7.0,,,474.0,5.0,,6.0,,,,,,Bassenthwaite
49948,2002-03-09,2002,3,9,68,39,2.0,47.4,,0.0355,,,,,,,,,,,0.00025,,,Hamilton harbour
24698,2002-03-10,2002,3,10,69,8,0.5,0.4,,,,,,,,,,,,,,,,Källsjön
37680,2002-03-10,2002,3,10,69,14,0.5,0.5,,,,,,,,,,,,,,,,Stensjön
22552,2002-03-11,2002,3,11,70,23,,57.49,,0.064,,,,,,,,7.1,,,,,,Heigham sound
22808,2002-03-11,2002,3,11,70,23,,74.42,,0.074,,,,,,,,8.1,,,,,,Hickling broad
27333,2002-03-11,2002,3,11,70,23,,38.55,,0.048,,,,,,,,8.3,,,,,,Martham south broad
23063,2002-03-11,2002,3,11,70,23,,43.35,,0.068,,,,,,,,7.1,,,,,,Horsey mere
37349,2002-03-13,2002,3,13,72,8,0.5,1.1,,,,,,,,,,,,,,,,St Skärsjön
21729,2002-03-13,2002,3,13,72,8,0.5,0.5,,,,,,,,,,,,,,,,Gyltigesjön
50743,2002-03-13,2002,3,13,72,10,2.9,164.0,,,,,,,,,,,,7.4,,,,Kasumigaura
9417,2002-03-13,2002,3,13,72,6,0.5,2.3,,,,,,,,,,,,,,,,Blacken lake
49949,2002-03-14,2002,3,14,73,39,2.0,8.8,,0.0257,,,,,,,,,,,0.0024,,,Hamilton harbour
35262,2002-03-14,2002,3,14,73,6,0.5,1.0,,,,,,,,,,,,,,,,Björkfjärden SE.
33545,2002-03-14,2002,3,14,73,6,0.5,1.0,,,,,,,,,,,,,,,,Prästfjärden
20302,2002-03-15,2002,3,15,74,6,0.5,2.4,,,,,,,,,,,,,,,,Granfj. Djurgårds Udde
11927,2002-03-18,2002,3,18,77,26,,5.2,,,,,,,,,,,,,,,,Constance untersee -rhein river
21248,2002-03-18,2002,3,18,77,24,,3.0,5.3,20.0,,6.71,,,307.0,32.0,,6.1,,,,,,Grasmere
35794,2002-03-18,2002,3,18,77,13,,61.24,,0.054,,,,,,,,8.4,,,,,,South walsham broad
2289,2002-03-18,2002,3,18,77,11,,39.89,,0.058,,,,,,,,9.0,,,,,,Alderfen broad N.
11202,2002-03-18,2002,3,18,77,12,,53.38,,0.035,,,,,,,,9.0,,,,,,Cromes broad
45080,2002-03-18,2002,3,18,77,12,,33.94,,0.0645,,,,,,,,8.5,,,,,,Wroxham broad
33634,2002-03-18,2002,3,18,77,13,,33.76,,0.049,,,,,,,,8.4,,,,,,Ranworth broad
10283,2002-03-18,2002,3,18,77,13,,37.63,,0.035,,,,,,,,9.9,,,,,,Cockshoot broad
23380,2002-03-18,2002,3,18,77,9,,20.44,,0.037,,,,,,,,8.5,,,,,,Hoveton little broad
29624,2002-03-19,2002,3,19,78,25,,21.41,,0.027,,,,,,,,8.9,,,,,,Ormesby broad
47216,2002-03-19,2002,3,19,78,25,,1.41,6.2,15.2,,7.19,,,565.0,5.0,,6.1,,,,,,Windermere -north basin
31131,2002-03-19,2002,3,19,78,33,,38.18,1.2,,,,,,,,,,,,2.1,,,Oneida lake
49075,2002-03-19,2002,3,19,78,25,,2.46,4.5,18.9,,7.25,,,515.0,5.0,,6.3,,,,,,Windermere -south basin
17442,2002-03-19,2002,3,19,78,25,,11.12,3.0,13.3,,7.285,,,850.0,5.0,,6.8,,,,,,Esthwaite water
8169,2002-03-19,2002,3,19,78,24,,4.1,3.2,20.7,,7.1,,,750.0,37.0,,6.8,,,,,,Belhalm tarn
33958,2002-03-19,2002,3,19,78,24,,18.68,,0.021,,,,,,,,8.7,,,,,,Rollesby broad
26639,2002-03-19,2002,3,19,78,26,,38.16666667,1.5,40.93333333,,,,,,,,5.133333333,,,3.766666667,,,Loch leven
17788,2002-03-19,2002,3,19,78,25,,24.86,,0.038,,,,,,,,10.5,,,,,,Filby broad
29907,2002-03-19,2002,3,19,78,24,,24.33,,0.037,,,,,,,,9.9,,,,,,Ormesby little broad
42794,2002-03-19,2002,3,19,78,13,,7.32,,0.023,,,,,,,,9.8,,,,,,Upton great broad
6387,2002-03-20,2002,3,20,79,25,,8.7,2.6,18.8,,7.1,,,402.0,5.0,,7.2,,,,,,Bassenthwaite
22112,2002-03-20,2002,3,20,79,6,0.5,1.2,,,,,,,,,,,,,,,,Görväln S.
14128,2002-03-20,2002,3,20,79,25,,4.8,4.3,6.6,,6.8,,,267.0,5.0,,6.9,,,,,,Derwentwater
49950,2002-03-21,2002,3,21,80,39,2.0,5.05,,0.0237,,,,,,,,,,,0.0046,,,Hamilton harbour
19713,2002-03-21,2002,3,21,80,6,0.5,2.9,,,,,,,,,,,,,,,,Galten
9583,2002-03-25,2002,3,25,84,8,0.5,1.0,,,,,,,,,,,,,,,,Brunnsjön
4113,2002-03-26,2002,3,26,85,12,,29.37,,0.028,,,,,,,,8.9,,,,,,Barton broad E.
4515,2002-03-26,2002,3,26,85,11,,28.95,,0.038,,,,,,,,9.2,,,,,,Barton broad outflow
31132,2002-03-27,2002,3,27,86,33,,41.76,1.0,27.2,,,,,,,,,,,2.0,,,Oneida lake
27334,2002-03-27,2002,3,27,86,23,,21.17,,0.027,,,,,,,,11.7,,,,,,Martham south broad
22553,2002-03-27,2002,3,27,86,23,,39.02,,0.054,,,,,,,,10.0,,,,,,Heigham sound
51798,2002-03-27,2002,3,27,86,9,0.5,5.0,,,,,,,,,,,,,,,,Östra Ringsjön
39079,2002-03-27,2002,3,27,86,9,0.5,14.0,,,,,,,,,,,,,,,,Sätoftasjön
22809,2002-03-27,2002,3,27,86,23,,36.2,,0.04,,,,,,,,11.5,,,,,,Hickling broad
23064,2002-03-27,2002,3,27,86,23,,23.0,,0.024,,,,,,,,9.5,,,,,,Horsey mere
43967,2002-03-27,2002,3,27,86,10,0.5,7.0,,,,,,,,,,,,,,,,Västra Ringsjön
50914,2002-04-01,2002,4,1,91,12,,8.235,,0.066,,,,,,,,,,,,,3.79,Taihu
37019,2002-04-01,2002,4,1,91,18,1.5,3.45,,,,,,,,,,,,,,,,Sparkling lake
21249,2002-04-02,2002,4,2,92,24,,16.0,3.0,29.0,,7.17,,,420.0,22.0,,8.8,,,,,,Grasmere
17789,2002-04-02,2002,4,2,92,25,,14.89,,0.03,,,,,,,,11.8,,,,,,Filby broad
