Lake,lat,long
Norrsjön,59.81023677,15.11909774
"NorraVänern, Lunnerviken",59.33266772,13.87408538
"NorraVänern, Ölmeviken",59.33531114,13.98983784
Norra Vallsjön,57.47262767,13.74586078
"Norra Vänern, Grumsfjorden, O Dragön",59.33026857,13.06060218
"Norra Vänern, Byviken",59.06554614,12.86738232
Känkästjärnen,62.60415,16.89798
Norra Örken,57.14845959,15.00396069
Klasbädarna NV,59.215719,13.198464
NONAME( MOHAWK) LAKE - COMPOSITE - (AB07BE0390),54.61666,-113.31666
NONAME (TONN) LAKE - COMPOSITE - (AB07BE0760),54.63333,-113.58333
NONAME (TEEN) LAKE - COMPOSITE - (AB07BE0660),54.48333,-113.71666
NONAME (S. BAPTISTE) LAKE - COMPOSITE - (AB07BE0780),54.68333,-113.6
NONAME (ONE) LAKE - COMPOSITE - (AB07BE0680),54.38333,-113.83333
NONAME (NORTH NARRAU) LAKE - COMPOSITE - (AB07BE0770),54.65,-113.63333
Noen,57.98297767,14.73234021
NIPISI LAKE - COMPOSITE - (AB07JA0030),55.79028,-114.95278
NINA LAKE (L93) - COMPOSITE - (AB07HD0030),57.42333,-117.29833
Klintsjön,57.13057,14.69652
Klosjön,57.4315,13.69803
Navarn,62.59475793,16.70550593
NARROW LAKE - COMPOSITE - (AB07BC0805),54.61375,-113.62263
NAMUR LAKE (L18): RAMP BM2 - COMPOSITE - (AB07DA1890),57.44439,-112.6211
NAMAKA LAKE - COMPOSITE - (AB05BM0780),50.93333,-113.21667
NAKAMUN LAKE - COMPOSITE - (AB07BB0300),53.88333,-114.2
Näfssjön,58.73706186,15.86561002
Knutsnabben,56.79301,13.40776
N. Yngern,59.16985646,17.40862238
N. Särnamannasjön,61.5879718,12.74278132
N. Barken,57.21263904,12.6281891
"N Dellen, D80",61.86064527,16.7730256
MYERS LAKE - COMPOSITE - (AB07NB0050),59.68722,-111.2675
MUSREAU LAKE - COMPOSITE - (AB07GB0050),54.54722,-118.61806
MURIEL LAKE - WHOLE LAKE COMPOSITE - (AB06AC0290),54.06667,-110.725
Mullsjön,58.3149553,14.2319008
Mossjön,57.63630527,15.69471408
Morskogen,60.47427192,11.21393821
MOOSE LAKE - WHOLE LAKE COMPOSITE - (AB06AC0350),54.24241,-110.91023
MOOSE LAKE - VEZEAU BAY COMPOSITE - (AB06AC0370),54.27667,-110.83472
MOOSE LAKE - PELICAN NARROWS COMPOSITE - (AB06AC0425),54.27322,-110.89927
MOOSE LAKE - MAIN BASIN COMPOSITE - (AB06AC0341),54.24241,-110.91023
MOOSE LAKE - ISLAND BAY COMPOSITE - (AB06AC0415),54.21866,-110.96805
MOOSE LAKE - FRANCHERE BAY COMPOSITE - (AB06AC0405),54.25949,-110.98914
MOORE (CRANE) LAKE - COMPOSITE - (AB06AC0550),54.52389,-110.49556
MOONSHINE LAKE - COMPOSITE - (AB07FD0230),55.88333,-119.21667
Moon,50.882608,-100.049833
MONS LAKE (NEAR SMOKY LAKE) - COMPOSITE - (AB05EC0320),54.18917,-112.36111
MONS LAKE - COMPOSITE - (AB07BE0720),54.58139,-113.22111
Monona,43.063,-89.361
MNPCA-86-0233-00-202,45.309353,-94.043325
MNPCA-86-0217-00-202,45.18913,-94.103937
MNPCA-86-0199-00-201,45.071969,-94.065991
MNPCA-86-0168-00-201,45.359674,-93.955547
MNPCA-86-0134-01-206,45.230825,-93.967499
MNPCA-86-0114-00-203,45.073459,-93.976858
MNPCA-82-0167-00-234,45.06874,-92.97387
MNPCA-82-0167-00-231,45.092427,-92.990096
MNPCA-82-0167-00-230,45.076975,-93.007389
MNPCA-82-0167-00-229,45.084571,-92.980915
MNPCA-82-0115-00-101,44.950731,-92.980623
MNPCA-80-0039-00-204,46.751199,-95.098599
MNPCA-80-0037-00-204,46.757807,-95.065833
MNPCA-73-0196-00-209,45.368981,-94.622011
MNPCA-73-0196-00-203,45.382602,-94.596334
MNPCA-70-0072-00-202,44.716586,-93.444191
MNPCA-70-0026-00-101,44.733181,-93.418267
MNPCA-70-0022-00-203,44.693141,-93.390749
MNPCA-62-0075-02-202,45.057984,-93.134077
MNPCA-62-0075-01-202,45.053165,-93.136507
MNPCA-62-0071-00-201,45.058726,-93.165151
MNPCA-62-0056-00-212,45.038849,-93.123541
MNPCA-62-0055-00-201,44.979902,-93.141066
MNPCA-62-0048-00-201,45.019102,-93.143614
MNPCA-62-0047-00-201,44.904774,-93.149277
MNPCA-62-0037-00-202,45.06008,-93.041272
MNPCA-62-0027-00-203,45.083883,-93.079984
MNPCA-62-0016-00-201,44.973319,-93.005172
MNPCA-62-0013-00-201,44.992753,-93.056277
MNPCA-62-0012-00-201,44.993866,-93.062522
MNPCA-62-0011-00-201,44.994819,-93.035629
MNPCA-62-0010-02-401,45.009981,-93.060864
MNPCA-62-0007-00-203,45.017113,-93.071596
MNPCA-62-0006-00-202,45.024597,-93.058019
MNPCA-62-0002-00-210,45.104191,-93.017525
MNPCA-62-0002-00-207,45.110124,-93.013643
MNPCA-62-0002-00-202,45.121145,-93.019224
MNPCA-61-0180-00-201,45.51255,-95.66722
MNPCA-61-0162-00-201,45.672022,-95.530509
MNPCA-61-0149-00-201,45.540998,-95.521705
MNPCA-61-0130-00-205,45.644394,-95.412793
MNPCA-61-0130-00-201,45.601369,-95.519264
MNPCA-61-0128-00-202,45.66312,-95.514183
MNPCA-61-0111-00-204,45.648868,-95.449527
MNPCA-61-0078-00-201,45.746432,-95.4018
MNPCA-61-0067-00-204,45.711388,-95.290668
MNPCA-61-0066-00-203,45.72711,-95.28586
MNPCA-61-0064-00-205,45.676082,-95.292897
MNPCA-61-0041-00-203,45.457898,-95.34674
MNPCA-56-0931-00-201,46.658739,-96.080796
MNPCA-56-0239-00-201,46.299331,-95.632523
MNPCA-56-0238-00-206,46.266715,-95.644735
MNPCA-56-0212-00-201,46.515984,-95.592113
MNPCA-56-0138-00-205,46.306787,-95.54355
MNPCA-56-0138-00-204,46.288925,-95.557492
MNPCA-56-0130-00-207,46.61105,-95.494825
MNPCA-56-0116-02-202,46.399521,-95.428907
MNPCA-29-0250-00-201,46.961796,-95.10995
MNPCA-29-0185-00-207,47.004541,-94.962041
MNPCA-27-0655-02-201,44.969116,-93.284317
MNPCA-27-0192-00-402,45.065204,-93.740444
MNPCA-27-0184-02-201,44.932445,-93.716318
MNPCA-27-0176-00-202,45.025285,-93.644808
MNPCA-27-0149-00-202,45.036302,-93.622235
MNPCA-27-0139-00-201,44.957529,-93.632423
MNPCA-27-0133-14-204,44.941472,-93.650477
MNPCA-27-0133-14-110,44.94432,-93.634511
MNPCA-27-0133-11-101,44.962991,-93.602806
MNPCA-27-0133-10-101,44.949544,-93.59301
MNPCA-27-0133-09-201,44.913781,-93.690395
MNPCA-27-0133-05-203,44.905818,-93.663955
MNPCA-27-0125-00-101,45.201422,-93.50527
MNPCA-27-0118-00-404,45.088084,-93.466817
MNPCA-27-0117-00-402,45.109891,-93.500675
MNPCA-27-0107-00-201,44.992515,-93.471377
MNPCA-27-0104-00-208,45.00517,-93.414786
MNPCA-27-0102-00-201,45.040093,-93.433101
MNPCA-27-0040-00-201,44.953884,-93.308976
MNPCA-27-0039-00-202,44.961482,-93.32013
MNPCA-27-0037-00-102,44.982525,-93.323122
MNPCA-27-0031-00-204,44.939891,-93.310436
MNPCA-27-0018-00-201,44.921119,-93.23622
MNPCA-27-0016-00-201,44.920625,-93.306019
MNPCA-27-0014-00-201,44.940854,-93.256166
MNPCA-21-0375-00-308,46.076427,-95.763576
MNPCA-21-0375-00-307,46.08618,-95.769834
MNPCA-21-0375-00-306,46.09973,-95.740754
MNPCA-21-0375-00-304,46.09824,-95.702071
MNPCA-21-0375-00-302,46.086564,-95.686496
MNPCA-21-0353-00-301,46.081642,-95.732163
MNPCA-21-0079-00-203,45.779723,-95.368536
MNPCA-21-0076-00-203,46.064344,-95.302914
MNPCA-21-0057-00-205,45.951345,-95.363139
MNPCA-21-0016-00-202,45.845449,-95.25164
MNPCA-03-0657-00-201,46.781932,-96.173226
Kolsnaren,59.05398,15.93237
"MjÃ¸sa, Kise",60.76450772,10.78860029
Kolsundet SO,59.35471,17.29511
"MjÃ¸sa, BrÃ¸ttum",61.007328,10.533112
MjÃ¸sa overvåking,60.685162,11.025324
Kroktjärn,59.89392,13.30449
MITSUE LAKE - COMPOSITE - (AB07BK0220),55.24889,-114.60667
MITCHELL LAKE - COMPOSITE - (AB05DB0120),52.21667,-115.00556
MIQUELON LAKE - COMPOSITE - (AB05EB1120),53.25111,-112.90389
MINNIE LAKE - COMPOSITE - (AB06AA0380),54.28741,-111.10275
MINK LAKE - COMPOSITE - (AB07JA0070),56.01722,-115.59944
MIDDLE CHAIN LAKE (NEAR PONOKA) - COMPOSITE - (AB05CD2170),52.58222,-113.43972
Mendota,43.099,-89.405
Kvicksundsbron,59.449859,16.314316
Megrundet N,58.8462307,12.81398025
MEDICINE LAKE - COMPOSITE - (AB05CC1515),52.73582,-114.73737
MCMULLEN LAKE - COMPOSITE - (AB07JA0090),55.84056,-114.0875
MCLEOD LAKE - WEST COMPOSITE - (AB07AE0410),54.2975,-115.6425
MCLEOD LAKE - EAST COMPOSITE - (AB07AE0440),54.29444,-115.65833
MCLELLAND LAKE (L34) - COMPOSITE - (AB07DA2290),57.48833,-111.31667
MAYATAN LAKE - WHOLE LAKE COMPOSITE - (AB05DE2311),53.48588,-114.2986
MAYATAN LAKE - WEST BASIN COMPOSITE - (AB05DE2305),53.48972,-114.31139
MAYATAN LAKE - EAST BASIN COMPOSITE - (AB05DE2320),53.48083,-114.29833
MAY LAKE - COMPOSITE - (AB06AC0700),54.725,-110.39444
MATCHAYAW LAKE - COMPOSITE - (AB05EA0450),53.71139,-114.09778
MARY GREGG LAKE - COMPOSITE - (AB07AF0430),53.11389,-117.455
MARTEN LAKE - COMPOSITE - (AB07BK0180),55.60472,-114.57806
MARIGOLD LAKE - COMPOSITE - (AB07AH0470),54.6725,-115.64861
Mariestadsviken M2,58.77118304,13.86883317
Mariestadsviken M1,58.71291241,13.70879061
Mariestadsviken  M2,58.77118304,13.86883317
Mariestadsviken  M1,58.71291241,13.70879061
MARIE LAKE - COMPOSITE - (AB06AC0670),54.60694,-110.29
MARGARET LAKE - COMPOSITE - (AB07JF0080),58.94583,-115.34583
MAQUA LAKE - COMPOSITE - (AB07CE0130),56.43333,-111.1
MANAWAN LAKE - COMPOSITE - (AB05EA1290),53.90611,-113.69417
MANATOKAN LAKE - COMPOSITE - (AB06AC0440),54.46667,-110.45139
Majsjön,57.28198441,13.35747467
L. Ullevifjärden N,59.622445,17.514261
"Möckeln, djuphålan",56.93842462,15.42295541
Mäsen,57.23886057,12.54076822
MACHESIS LAKE (NEAR LA CRETE) - COMPOSITE - (AB07JF0330),58.32444,-116.58417
L. Ullevifjärden S,59.596143,17.523144
Längesjön,57.03759,13.00628
LYLICH LAKE - COMPOSITE - (AB07JA0050),55.73111,-114.58056
LUSCAR LAKE - COMPOSITE - (AB07AF1505),53.05898,-117.41286
Länghalsen Spikön,58.86717,16.84701
LOWER MANN LAKE - COMPOSITE - (AB06AA0170),54.17472,-111.51944
LOWER KANANASKIS LAKE - COMPOSITE - (AB05BF0180),50.65,-115.13333
LOWER CHAIN LAKE - COMPOSITE - (AB07BE0490),54.96666,-113.50833
LOWER CHAIN (MAGEE) LAKE NEAR PONOKA - COMPOSITE - (AB05CD2190),52.56194,-113.39444
Lough Feeagh,53.935031,-9.577735
"Lonnen, djuphålan",59.38278,14.462645
LONG LAKE (NEAR PIGEON LAKE) - COMPOSITE - (AB05FA0440),53.05639,-113.85222
LONG LAKE (NEAR NARROW LAKE) - COMPOSITE - (AB07BC0975),54.58222,-113.64889
LONG LAKE (NEAR BOYLE) - COMPOSITE - (AB05EC0340),54.43112,-112.7555
LONG ISLAND LAKE - WHOLE LAKE COMPOSITE - (AB07BC0170),54.46525,-113.79965
LONG ISLAND LAKE - SOUTH BASIN COMPOSITE - (AB07BC0150),54.43655,-113.7686
LONG ISLAND LAKE - NORTH BASIN COMPOSITE - (AB07BC0130),54.46525,-113.79965
LONG ISLAND LAKE - COMPOSITE - (AB07BE0670),54.45,-113.78333
Länghalsen Torpfjärden,58.83,16.92277
LOFTY LAKE - COMPOSITE - (AB07BE0540),54.725,-112.46666
LODGE LAKE - COMPOSITE - (AB07BE0530),54.71666,-112.43333
Loch_leven,56.2,-3.38
LITTLE FISH LAKE - COMPOSITE - (AB05CG0030),51.36667,-112.23333
LITTLE BEAVERDAM LAKE - COMPOSITE - (AB05AD0850),49.08333,-113.65
LITTLE BEAVER LAKE - COMPOSITE - (AB05FC1070),52.7733,-112.98188
LINGRELL LAKE (L103) - COMPOSITE - (AB07GC0060),54.7275,-119.82889
"Länghalsen, Spikön",58.83056,16.92055
Limmingsjön,59.58671582,14.52333968
Limmaren,59.73614576,18.72980865
Lillsjön,62.76018211,15.22937513
Lill-Jangen,59.99033475,13.35512942
Lillesjö,56.20619053,14.53999318
Lambarfjärden,59.35866,17.79532
Lilla Turingen,59.226052,17.435329
Lilla Nätaren,57.77019094,14.59531684
Lien,59.81126771,15.52091523
Liasjön,56.4464,13.9928
Levrasjön,56.10408932,14.49063047
LESSER SLAVE LAKE - WEST BASIN COMPOSITE - (AB07BG0030),55.5325,-115.89028
LESSER SLAVE LAKE - EAST BASIN COMPOSITE - (AB07BJ0040),55.44444,-115.01972
LESSARD LAKE - COMPOSITE - (AB07BB0985),53.78556,-114.65361
Lersjön,59.73194321,14.14372672
LEPINE LAKE - COMPOSITE - (SA06AF0270),54.47778,-109.60694
LEGEND LAKE (L25): RAMP BM1 - COMPOSITE - (AB07JE0080),57.41219,-112.9336
LEE LAKE - COMPOSITE - (AB05AA1071),49.5433,-114.253
LEDDY LAKE - COMPOSITE - (AB07FD0190),56.39944,-117.46028
LAURIER LAKE - COMPOSITE - (AB05ED1260),53.85889,-110.50917
Lillasjön,56.95971,15.39757
LAKE NEWELL - GREENWALD BAY COMPOSITE - (AB05BN0290),50.4925,-111.92306
LAKE NEWELL - COMPOSITE - (AB05BN0270),50.43333,-111.91667
LAKE MCGREGOR - COMPOSITE - (AB05AC0480),50.54294,-112.89628
LAKE ATHABASCA - OFF DELTA COMPOSITE - (AB07MA0040),58.68333,-110.88694
LAKE ATHABASCA - COMPOSITE - MAIN AREA OF LAKE IN ALBERTA - (AB07MD0050),59.05,-110.21667
LAKE A LAKE - COMPOSITE - (AB07BE0790),54.8,-113.51667
Lagmanshagasjön,57.52749163,13.61704119
Lill-Roten,62.63111,17.53577
"Lönern (pelagialt, djupaste punkten)",57.91667661,13.6124763
Långsjön,60.59758,16.27598
Lången,59.35004033,15.1793929
Lärkesholmssjön,56.28001822,13.38989468
LACOMBE LAKE - COMPOSITE - (AB05FA2096),52.43278,-113.7975
Lacawac,41.381458,-75.291904
LAC STE. ANNE - WHOLE LAKE COMPOSITE - (AB05EA0595),53.70972,-114.4
LAC STE. ANNE - WEST SIDE COMPOSITE - (AB05EA0580),53.71667,-114.5
LAC STE. ANNE - EAST SIDE COMPOSITE - (AB05EA0570),53.70833,-114.4
LAC SANTE - WHOLE LAKE COMPOSITE - (AB05ED0365),53.83694,-111.57861
LAC SANTE - SOUTHWEST BASIN COMPOSITE - (AB05ED0375),53.83694,-111.57861
LAC SANTE - NORTHEAST BASIN COMPOSITE - (AB05ED0395),53.86694,-111.52528
LAC SAINT CYR - WHOLE LAKE COMPOSITE - (AB05ED0260),53.905,-111.19
LAC SAINT CYR - NORTH BASIN COMPOSITE - (AB05ED0255),53.905,-111.19
LAC SAINT CYR - EAST AND WEST BASIN COMPOSITE - (AB05ED0245),53.8925,-111.19611
LAC LA NONNE - WHOLE LAKE COMPOSITE - (AB07BB0960),53.94278,-114.31444
LAC LA BICHE - WEST BASIN COMPOSITE - (AB07CA0110),54.87972,-112.22389
LAC LA BICHE - EAST BASIN COMPOSITE - (AB07CA0200),54.66667,-112.03333
LAC LA BICHE - COMPOSITE - (AB07CA0210),54.87972,-112.22389
LAC DES ILES - COMPOSITE - (SA06AF0380),54.43278,-109.44417
Lindöviken V,60.021541,Â 23.194146
Logsjön  mitt,59.12062,14.83471
Lurön NO,58.792448,13.255037
"Mälaren, Erikssund",59.637542,17.620137
Möckeln,59.2519,14.46515
Magsjön,59.72334,16.21141
L. GRAY LAKE - COMPOSITE - (AB07BD0140),54.84167,-113.95917
Kyrksjön,59.1008503,16.97964919
Kyrkebysjön Grums kommun,59.26956547,13.10061812
Mellanfjärden,58.738498,17.071582
MjÃ¸sa,60.675236,11.050631
Krankesjön,55.70874401,13.47275934
Krageholmssjön,55.49630941,13.76198567
"MjÃ¸sa, Furnesfjorden",60.822522,10.972887
Kolstrandsviken Kristinehamn kommun,59.06616057,14.14028502
"MjÃ¸sa, Skreia",60.661621,10.973488
Nässjön,Â 57.63630,15.69471
Nedre Milsbosjön,60.43587,15.62459
Nedre Svartsjön,57.44824,15.55037
Nordmyrasjön,60.16311,16.86772
KLAMATHTRIBES_WQX-KL0011,42.560556,-121.947444
KLAMATHTRIBES_WQX-KL0010,42.523583,-121.984278
KLAMATHTRIBES_WQX-KL0009,42.435722,-122.028194
KLAMATHTRIBES_WQX-KL0008,42.441361,-121.998833
KLAMATHTRIBES_WQX-KL0007,42.40725,-121.963083
KLAMATHTRIBES_WQX-KL0006,42.422083,-121.943278
KLAMATHTRIBES_WQX-KL0005,42.369083,-121.848694
KLAMATHTRIBES_WQX-KL0004,42.32689,-121.919922
KLAMATHTRIBES_WQX-KL0003,42.308389,-121.856222
KLAMATHTRIBES_WQX-KL0002,42.241722,-121.822306
Kisasjön,58.00932268,15.65042167
KINOSIU LAKE - COMPOSITE - (AB06AA1180),54.73361,-112.32278
Kingsmere,54.086763,-106.448914
KIMIWAN LAKE - COMPOSITE - (AB07HA0396),55.72056,-116.90778
"Kilsviken, syd",59.0672961,14.08966478
KIEVERS LAKE - COMPOSITE - (AB05CE0740),51.68889,-113.55833
KEHIWIN LAKE - COMPOSITE - (AB06AC0301),54.0654,-110.90019
KEARL LAKE (L35): RAMP NE11 - COMPOSITE - (AB07DA2210),57.2917,-111.23329
"Kattfjorden, väster",59.33353428,13.33636002
"Kattfjorden, söder",59.31248024,13.41166332
"Kattfjorden, öster",59.32562273,13.4177673
Kasumigaura,36.041346,140.402513
kasumigaura,36.051455,140.378388
KAMASKIKOWIK LAKE - COMPOSITE - (AB07JB0030),56.15778,-113.52806
KAKUT LAKE - COMPOSITE - (AB07GH0170),55.62972,-118.52889
"Kårebolsjön, djuphålan",60.403634,13.410137
Kållen,57.16651,15.39448
Kärrafjärden,58.849812,14.983168
Källsjön,61.63359305,16.73575758
Norra Baksjön,59.76758,12.88323
Jungfrun NV,58.50080305,14.67835647
JUMPING DEER LAKE - COMPOSITE - (AB07BE0650),54.71666,-112.43333
JOSEPH LAKE (NEAR NEW SAREPTA) - COMPOSITE - (AB05EB1330),53.27917,-113.07917
JOSEPH LAKE (NEAR COLINTON) - COMPOSITE - (AB07BE0380),54.58139,-113.22111
JOHNSON LAKE (L38) - COMPOSITE - (AB07DD0410),57.65639,-110.39472
JESSIE LAKE - COMPOSITE - (AB06AC0770),54.25944,-110.74472
JENNETTS STREAM AT JENNETTS RES SURFACE,51.00048833,-4.21952722
JENKINS LAKE - COMPOSITE - (AB07BE0410),54.93333,-113.6
JEAN LAKE (L26) - COMPOSITE - (AB07JE0060),57.4925,-113.77333
JARVIS LAKE - COMPOSITE - (AB07AC0100),53.48333,-117.8
Jällunden,57.04161568,13.49048468
JACKPINE LAKE (L91) - COMPOSITE - (AB07HB0090),56.91222,-116.56583
JACKFISH LAKE (NEAR CARVEL) - COMPOSITE - (AB05DE0670),53.47917,-114.25556
JACKFISH LAKE - COMPOSITE - (AB07BE0630),54.81666,-113.1
"Ivösjön, öster om Bäckaskog",56.09244039,14.372128
Ivösjön,56.10801129,14.4382564
ISLET LAKE - COMPOSITE - (AB05EB1240),53.45639,-112.82583
ISLE LAKE - COMPOSITE - (AB05EA0460),53.63333,-114.73333
ISLAND LAKE NORTH (CROWSNEST PASS) - COMPOSITE - (AB05AA0025),49.63011,-114.68514
ISLAND LAKE - COMPOSITE - (AB07BE0860),54.83333,-113.51667
ISLAND LAKE - COMPOSITE - (AB05EC1095),54.33556,-112.42833
IOSEGUN LAKE - COMPOSITE - (AB07GG0030),54.46667,-116.83333
Immeln,56.2680527,14.33489557
HUTCH LAKE - COMPOSITE - (AB07OB0050),58.76111,-117.33719
Rädsjön,60.81977,14.31843
Huron,43.08972,-82.39167
Humsjön,58.62120953,14.47581999
Roxen S,58.458,15.62016
HUBBLES LAKE - COMPOSITE - (AB05EA0640),53.56611,-114.08917
HOTTE LAKE - COMPOSITE - (AB07OB0090),58.95722,-116.12472
Horsfjärden,58.14898811,15.91047887
Horsan,57.86882,18.8409
HOPE LAKE - COMPOSITE - (AB07BE0550),54.65,-112.66666
Holmeshultasjön,57.22228,14.81596
Södra Marktjärnen,60.30601,13.32877
Hjärtsjön,57.0514944,15.25734292
Hinnasjön,56.8781,14.92857
Hindsen,57.21259983,14.13198937
HILDA LAKE - COMPOSITE - (AB06AC0580),54.52972,-110.42139
Hestrasjön,57.95835744,15.08629385
Södra Välsjön,60.51286,13.88226
"Salen, längst norrut",56.89245,14.55821
Havgårdssjön,55.48797,13.35687
HAUNTED LAKE (NEAR ALIX) - COMPOSITE - (AB05CD1660),52.40444,-113.15917
HATCHET POND,50.81246051,-1.47854955
HASTINGS LAKE - COMPOSITE - (AB05EB1220),53.425,-112.9
"Hasselasjön, profundal",62.06943913,16.81408834
HASSE LAKE - COMPOSITE - (AB05DE0790),53.49083,-114.16722
HARWOOD LAKE (L67) - COMPOSITE - (AB07DD0610),58.06528,-110.37361
HARDISTY LAKE - COMPOSITE - (AB05FB0090),52.6675,-111.32278
Harasjön,57.00738,13.57921
HANNINGFIELD RESERVOIR,51.66625591,0.50514633
HANMORE LAKE - COMPOSITE - (AB05EC0797),54.3,-112.53306
Hamnarydssjön,57.68623,14.84592
"Hammarsjön, mellan udden och Kvinneholmen",55.982308,14.215064
Hammarösjön Hammarö/Karlstad kommun,59.37081803,13.61341237
hamilton harbour,43.29722,-79.79917
HALF MOON LAKE - COMPOSITE - (AB05EB1040),53.46083,-113.0908
Halen,56.26862071,14.505972
HAIG LAKE - COMPOSITE - (AB07HB0060),56.89444,-116.10806
Selasjön,62.81988,17.61806
Haggen,60.09609469,15.22692671
Hagasjön,56.49937484,14.44871883
Hökesjön,57.63952164,15.7582096
Hären,57.31111967,13.70146018
Hällsjön,60.06281912,15.17346373
Häckebergasjön,55.58212,13.42675
Skifsen,60.0761535,14.41235405
Slöingen Kl O,,
Gyslättasjön,57.10804,14.44848
Stäketbron,57.90522,16.415305
GULL LAKE - COMPOSITE - (AB05CC0600),52.53333,-113.98333
GRIST LAKE - COMPOSITE - (AB07CE0200),55.37972,-110.47417
Grissjön,58.76301461,15.14514833
GREGOIRE LAKE - COMPOSITE - (AB07CE0120),56.44444,-111.09722
GREGG LAKE - COMPOSITE - (AB07AC0020),53.53333,-117.8
Green_valley,40.055807,-105.617178
GRASSHOLME RES - OUTFLOW NORTH (WFD),54.60116365,-2.08518684
Grasmere,54.449043,-3.019983
Gransjön,60.32038654,14.00366397
Granfj. Djurgårds Udde,59.49445322,16.81083327
GRAND CACHE LAKE - COMPOSITE - (AB07GA0030),53.9,-119.05
GRAFHAM WATER RESERVOIR,52.28977446,-0.28556613
Stöpsjön,58.96403,17.22766
Gosjön,61.0861748,16.9426611
GOOSEBERRY LAKE - WEST BASIN COMPOSITE - (AB05GA0200),52.1125,-110.75833
GOOSEBERRY LAKE - EAST BASIN COMPOSITE - (AB05GA0180),52.11944,-110.73333
GOOSE LAKE - COMPOSITE - (AB07AH0490),54.3175,-115.11417
GOODWIN LAKE - COMPOSITE - (AB07CA0060),55.41972,-111.65583
GOODRIDGE LAKE - COMPOSITE - (AB07BC0090),54.43139,-114.24806
GOODFISH LAKE - COMPOSITE - (AB06AA0322),54.28236,-111.81985
GOD'S LAKE - COMPOSITE - (AB07JB0150),56.8175,-114.28694
GOD'S (ARMSTRONG) LAKE - COMPOSITE - (AB07BE0470),54.38333,-113.63333
Glimmingen,58,15.57004849
Glan,58.20011,15.9591
"Glafsfjorden, Sulviken",59.66981898,12.43017169
"Glafsfjorden, Kyrkviken",59.63709724,12.575395
"Glafsfjorden, Centrala",59.54839662,12.67244116
Gipsjön,60.64504741,13.62646108
Giles,41.376118,-75.092733
GHOST LAKE - COMPOSITE - (AB07BE0420),54.88333,-113.6
Stockholm D,59.3033,18.07666
GERRY LAKE - COMPOSITE - (AB07FD0270),56.30056,-118.26972
Georgian_bay,45.52778,-81.67
GEORGE LAKE - COMPOSITE - (AB07FD1410),56.22306,-118.55056
Garnsviken,59.51412053,18.26232322
GARNIER LAKE (NORTH) - COMPOSITE - (AB06AC1190),54.02072,-110.58181
GARNIER LAKE (BLUET) - COMPOSITE - (AB06AC1240),53.98694,-110.56306
GARNER LAKE - COMPOSITE - (AB06AA0290),54.20278,-111.725
GARDINER LAKE NORTH (L20) - COMPOSITE - (AB07DA2030),57.54,-112.49417
GAMMATON RESERVOIR (SURFACE),51.00696707,-4.16325903
Galten,59.45339,16.1513
Görväln S,59.41945395,17.73998218
Stora Gryten,58.87727,16.08065
Fysingen,59.57066943,17.90810846
Furnesfjorden,60.81853171,10.98020057
Storhjälmaren Centr.,59.21507994,15.73511813
Stor-Laxsjön,62.7543,17.20728
FROG LAKE - COMPOSITE - (AB05ED0161),53.89222,-110.34167
"FRENSHAM GREAT POND, BEACH (11945)",51.15730923,-0.79180373
FREEMAN LAKE - COMPOSITE - (AB07AH0510),54.695,-115.53056
FRANK LAKE - COMPOSITE - (AB05AC0360),50.56889,-113.70722
FRANK LAKE - BASIN 2 (SOUTH) COMPOSITE - (AB05AC1115),50.55,-113.70833
FRANK LAKE - BASIN 1 (NORTH) COMPOSITE - (AB05AC1110),50.56889,-113.70722
FRANCIS LAKE - COMPOSITE - (AB07BE0710),54.7,-113.78333
Framsjön,60.15849479,13.74916093
FORTY MILE COULEE - COMPOSITE - (AB05AH0080),49.55,-111.2
FORK LAKE - COMPOSITE - (AB06AA1050),54.48917,-111.58556
FOLEY LAKE - COMPOSITE - (AB07BD0120),54.62639,-114.79111
FLYINGSHOT LAKE - COMPOSITE - (AB07GE1060),55.14152,-118.86244
FLORENCE LAKE - COMPOSITE - (AB07MD0090),59.28778,-110.39417
FLOATINGSTONE LAKE - COMPOSITE - (AB06AA0310),54.23444,-111.63639
FLETCHER LAKE (L109): RAMP S2 - COMPOSITE - (AB07NA0120),59.11806,-110.81972
FLEMING LAKE (E52): RAMP CM1 - COMPOSITE - (AB07JF0020),58.7664,-115.43333
Flaten,57.35228112,13.91212556
Flåren,57.02980198,14.09657092
Fjärasjö,57.60909,15.2493
Fjällfotasjön,55.52145464,13.30188816
Fjällen,56.94889235,13.45141315
FISHING LAKE - COMPOSITE - (AB05ED1510),53.91806,-110.18778
Fish,43.287,-89.652
Fiolen,57.09199267,14.52958202
"Finjasjön, djupaste del",56.14908013,13.68834621
FIGURE EIGHT LAKE - COMPOSITE - (AB07HA0300),56.30083,-117.9025
FIELD LAKE - WHOLE LAKE COMPOSITE - (AB06AA0220),54.71667,-111.96667
FIELD LAKE - SITE #3 - SOUTH END VERTICAL COMPOSITE AT ONE SITE - (AB06AA0210),54.71944,-111.975
FIELD LAKE - SITE #2 - CENTRE VERTICAL COMPOSITE AT ONE SITE - (AB06AA0200),54.72917,-111.98889
FIELD LAKE - SITE #1 - NORTH END VERTICAL COMPOSITE AT ONE SITE - (AB06AA0190),54.73306,-112
