Lake,lat,long
ENNERDALE WATER NEAR BOWNESS KNOTT,54.51990416,-3.37287414
DERWENTWATER,54.57877631,-3.14636513
CAPTAINS CLOUGH AT MORTFIELD,53.58666921,-2.44558656
WINDERMERE SOUTH BASIN,54.31581004,-2.95103246
GRASMERE WFD STILLWATER MONITORING POINT,54.44890012,-3.01879805
WINDERMERE NORTH BASIN WFD,54.4007106,-2.95606298
NOOK LAKE,50.92684687,0.74381883
WESTBERE LAKES POINT1,51.30294966,1.14585829
GREAT PUCKSTONE LAKE 2,51.30545414,1.1697068
MURSTON ANGLING LAKE,51.35015491,0.7717268
WESTBERE LAKES,51.30144134,1.14173752
NORTH POINT LAKE,50.9450886,0.75599869
FORDWICH LAKE,51.29624643,1.13420922
THE GARA AT SLAPTON LEY 2,50.27843659,-3.65211648
"VIRGINIA WATER OUTLET, ABOVE A30 ROADBRI",51.40756102,-0.59597875
THORPE PARK LAKE (FLEET LAKE),51.40822228,-0.51046463
LAKE AT BURGHFIELD,51.42538197,-1.01597148
BURGHFIELD SAILING CLUB AT BURGHFIELD LA,51.42792782,-1.06560011
LAKE AT SONNING EYE,51.47704002,-0.92283562
TURNERSHILL MARSH :FISHERS GREEN,51.70628972,-0.01664926
BOWYERS WATER :WALTHAM CROSS,51.69293693,-0.02475717
BROGBOROUGH LAKE EAST BANK NR ROAD,52.04844273,-0.56931568
DRAYCOTE WATER NRMP,52.31958813,-1.3195075
CARSINGTON WATER NRMP,53.06981855,-1.62990315
HAY-A-PARK LAKE,54.0170733,-1.4524945
KIMMER LOUGH,55.45121864,-1.81184516
HARBOTTLE LAKE,55.33268225,-2.13238904
DARDEN LOUGH,55.25457004,-2.04717681
BOLAM LAKE AT OUTLET,55.13064217,-1.87043835
KIELDER WATER AT DAM NORTH SLIPWAY,55.18771274,-2.46417607
COANWOOD FEN,54.92689627,-2.4815136
GRINDON LOUGH,55.00303791,-2.3063937
THROXENBY MERE (SCARBOROUGH),54.28518385,-0.45066101
SEMERWATER OUTFLOW @ RD BRIDGE,54.28488331,-2.12131567
HAY-A-PARK SSSI,54.02123349,-1.44439623
QUEEN MARYS DUBB,54.16939305,-1.53589837
SCARBOROUGH MERE,54.25922627,-0.41265426
GREAT LAKE AT CASTLE HOWARD,54.12541178,-0.90744927
GORMIRE SSSI,54.24293297,-1.22813133
SWALE LAKES SSSI,54.37690412,-1.61664818
ROSTHERNE MERE OUTLET TO BLACKBURNS BK,53.35250007,-2.37233559
BAR MERE NEAR BIRD HIDE ON MERE,53.02684492,-2.69069675
BEWL WATER,51.06820387,0.39358845
MISCELLANEOUS ALLEN CATCHMENT,50.89397204,-2.02269119
COLLIFORD LAKE DAM SURFACE,50.51038732,-4.57269488
MISC.10KM SQ AMPTHILL...............TL03,51.95951053,-0.54605048
"POLCON 1-OFF, WATER: TRENT 14",49.89190756,-0.6091136
"POLCON 1-OFF, WATER: TRENT 41",49.89190756,-0.6091136
FISHERIES WATER SPLS: TRENT 69,49.89190756,-0.6091136
"POLCON 1-OFF, WATER: TRENT 70",49.89190756,-0.6091136
SPROTBOROUGH (LONG LAKE),53.5048335,-1.1921397
MISC LAKE SAMPLES LUNE/WYRE,49.89192554,-0.60911308
WATCHLANE FLASH - UNIT 16,53.14111581,-2.40352826
NEWHOUSES TARN (BOAT HOUSE),54.16833688,-2.30750453
MALHAM TARN (WEST BOAT HOUSE),54.10026485,-2.1674305
CRABMILL FLASH,53.14318759,-2.42295265
BEWL BRIDGE RAW WATER,51.07585133,0.38730168
DECOY BROAD R.BURE,52.69783217,1.44690197
FRITTON LAKES LOUND MILL WATER,52.5467897,1.68940203
SWANHOLME LAKE LINCOLN,53.20838703,-0.58980244
CLUMBER LAKE AT HARDWICK,53.27105757,-1.04565452
KEDLESTON PARK LAKE AT FOOTBRIDGE,52.96303935,-1.53605374
MELBOURNE WTW STAUNTON HAROLD DWD S/P,52.81130295,-1.43173819
CARSINGTON WATER LAKE SAMPLE,53.04781965,-1.63492433
COP MERE LAKE WFD,52.86297415,-2.29152959
LINSHIELS LAKE AT THE OUTFLOW,55.33294594,-2.17305838
SWEETHOPE LOUGHS AT LOUGH HOUSE,55.13467857,-2.08624557
TINDALE TARN AT OVERFLOW,54.92298891,-2.61112357
WITTON CASTLE LAKES AT OVERFLOW,54.67419478,-1.75830404
DEARNE 01: SOURCE TO LUNDWOOD - AD HOC,53.55372172,-1.43321958
MISC LAKE SAMPLES IN MERSEYSIDE,49.89192554,-0.60911308
BLELHAM TARN,54.39751108,-2.97514997
MISC SAMPLES ON ROCH IRK MEDLOCK LEAP,49.89192554,-0.60911308
BETLEY MERE FROM JETTY,53.02861574,-2.37368543
OSS MERE - BANKSIDE SAMPLE,52.99254441,-2.6484943
BROTHERSWATER - LAKES TOUR,54.50607696,-2.92502467
CONISTON - LAKES TOUR,54.35302557,-3.06621393
ELTERWATER - LAKES TOUR,54.42878541,-3.0358102
ENNERDALE - LAKES TOUR,54.52065403,-3.37648372
ULLSWATER - LAKES TOUR,54.5472553,-2.94605334
BUTTERMERE - LAKES TOUR,54.527356,-3.25617972
CRUMMOCK WATER - LAKES TOUR,54.55473435,-3.30186335
WASTWATER - LAKES TOUR,54.43790267,-3.30123838
HAWESWATER - LAKES TOUR,54.51770167,-2.80788263
LOUGHRIGG TARN - LAKES TOUR,54.43096622,-3.01392874
RYDAL WATER - LAKES TOUR,54.44803025,-2.991572
THIRLMERE - LAKES TOUR,54.52927514,-3.05535068
BLEA WATER,54.48994862,-2.84864623
THURSTONFIELD LOUGH,54.89819633,-3.06335729
LITTLE LANGDALE TARN,54.42051983,-3.0674887
DEVOKE WATER,54.36063346,-3.29879298
TARN HOWS,54.39106975,-3.0320874
HEDGECOURT LAKE,51.14790714,-0.05923931
"OUTPUT OF THE LAKE AT SLUICE, STOVER",50.56497723,-3.64268453
SHERBORNE LAKE,50.9477439,-2.50315006
CRANE CATCHMENT EFFLUENT N.C.R.S,49.89195251,-0.60911231
BOLDERMERE,51.315089,-0.45506345
ENCLOSED WATER / LAKE N.C.R.S (S),49.89195251,-0.60911231
THAMES CATCHMENT EFFLUENT N.C.R.S (N),49.89195251,-0.60911231
"L2.2, SNETTISHAM LAGOONS, S END OF L2",52.86136421,0.44678691
"L3.2, SNETTISHAM LAGOONS, CAUSEWAY L3",52.857455,0.44711675
"L4.2,SNETTISHAM LAGOONS,E.SIDE 2 ISLANDS",52.85239272,0.44842145
"L1.4, SNETTISHAM LAGOONS, OPP CHICANE",52.86981592,0.44593981
SEA MERE,52.57179615,1.00596697
MERE ELLESMERE SP SURVEY SAMP. POINT 4,52.91319136,-2.88461751
"POLCON 1-OFF, WATER: TRENT 61",49.89190756,-0.6091136
MILFORD LAKE,51.34582597,-1.35302676
BURNT FEN BROAD SOUTH END,52.71274245,1.45992564
MISC.10KM SQ MARKET HARBOROUGH......SP78,52.41354606,-0.97226189
MISC.10KM SQ NORTH WALSHAM..........TG23,52.82263344,1.26377325
MISC.10KM SQ BUNGAY (S).............TM38,52.36975724,1.37720571
SEMER WATER,54.2828609,-2.12161687
ROTHAY D/S RYDAL WATER U/S RYDAL BECK,54.44708467,-2.98411592
MERE MERE (MID MERE SAMPLE FROM BOAT),53.33089115,-2.40274886
MISCELLANEOUS BRUE CATCHMENT,51.15712546,-2.67344514
"SPRING LAKE, FEN LAKES FISHERY",52.4750163,1.12302153
"KINGFISHER LAKE, FEN LAKES FISHERY",52.47481316,1.12458301
MISC.10KM SQ BRISTON................TG03,52.83041689,0.96739105
MISC.10KM SQ BLAKENEY...............TG04,52.92019043,0.97352729
MISC.10KM SQ IPSWICH................TM14,52.01867541,1.05912401
MISC.10KM SQ BUNWELL................TM19,52.46755168,1.09016996
COLE MERE - LITTLE MILL COTTAGE,52.89519873,-2.85075988
WHITE MERE - WHITEMERE COTTAGES,52.89259906,-2.87450645
GREENLEE LOUGH FIXED,55.01859829,-2.36609898
ESTHWAITE WATER - LAKES TOUR,54.36267928,-2.98797503
ROCKFORD LAKE,50.87342497,-1.77978175
HOVETON GREAT BROAD,52.69659458,1.42755938
"HUDSON'S BAY, R.BURE",52.69828755,1.42406504
MISC.10KM SQ NORTHAMPTON (N)........SP76,52.2337701,-0.97641727
"POULTER, EXIT FROM CARBURTON FORGE DAM",53.24445572,-1.11527077
CRAG LOUGH AT OVERFLOW,55.00621098,-2.36160848
ESTWAITE WATER BLUE-GREEN ALGAE MONITOR,54.34987873,-2.98166741
ESTHWAITE WATER @ SITE 'A' (NORTH BASIN),54.36541659,-2.98734821
CUNSEY BECK AT EES BRIDGE,54.34828705,-2.97735251
BUTTERMERE AS PART OF A WQ SURVEY,54.53104743,-3.26417452
BUTTERMERE AT NY 17778 16219,54.53454934,-3.2721958
MISCELLANEOUS HAYLE,50.17582505,-5.43698385
BIG WATERS U/S STEPPING STONES,55.05469816,-1.63979558
PARK MILL FARM WEIR,51.06848217,-0.61443622
STOVER LAKE SURFACE,50.56330195,-3.64604333
SLAPTON LEY,50.28507832,-3.65120931
THOMPSON WATER CONTROL 1A,52.51817772,0.82011016
THOMPSON WATER CONTROL 2A,52.51824801,0.82055691
THOMPSON WATER CONTROL 3,52.51827235,0.82104494
THOMPSON WATER IMPACT 1,52.51725316,0.81928441
THOMPSON WATER IMPACT 2,52.51698539,0.81957683
THOMPSON WATER IMPACT 3,52.51675179,0.81994514
LILY BROAD,52.6733484,1.63142396
MISC.10KM SQ CORBY (W)..............SP88,52.41217596,-0.82527137
MISC.10KM SQ FAKENHAM...............TL96,52.20548129,0.77918773
SKELSMERGH TARN,54.36310734,-2.71923005
THOMPSON WATER CONTROL 1B,52.51965253,0.82161985
THOMPSON WATER CONTROL 2B,52.51931965,0.82237983
"POLCON 1-OFF, WATER: SEVERN 08",49.89190756,-0.6091136
BETLEY MERE ADJACENT  MERE GUTTER INLET,53.02889045,-2.37777327
"BOATING LAKE, VERULAMIUM PARK",51.75226279,-0.35077454
LARGE LAKE - MIDDLE - VERULAMIUM PARK,51.75066595,-0.34976068
LARGE LAKE - ABOVE OUTFLOW - VERULAMIUM,51.74899841,-0.34883639
HORNSEA MERE - NUMBER 2,53.90197849,-0.19333341
HORNSEA MERE - NUMBER 4,53.90914228,-0.19150181
HORNSEA MERE - KIRKHOLME POINT,53.90790697,-0.1781581
HERONS CARR SOUTH 5 WITHIN BARTON BROAD,52.73542458,1.4930616
BARTON ENCLOSURE 3 ADJ TO O/FLOW (R.ANT),52.734628,1.4975023
BARTON ENCLOSURE 1 ON NEATISHEAD ARM,52.73900551,1.48905073
HERONS CARR S ENCLOSURE 4 BARTON BROAD,52.73371885,1.49295477
RANWORTH BROAD ENCLOSURE 1 (R. BURE),52.68605116,1.47732074
RANWORTH BROAD ENCLOSURE 2 (R. BURE),52.6858683,1.48476565
RANWORTH BROAD ENCLOSURE 3 (R. BURE),52.6825825,1.48608741
SWEAT MERE,52.8698818,-2.83711585
ROSTHERNE MERE - BANKSIDE @ SJ7423983875,53.35114528,-2.38845805
CASTLE WATER LAKE 1,50.94206289,0.74583962
CASTLE WATER LAKE 2,50.94193418,0.74557577
CASTLE WATER LAKE 3,50.94188712,0.74681159
CASTLE WATER LAKE 4,50.9413332,0.74703519
BROADWATER LAKE,51.59099224,-0.49157258
DATCHET 2,51.47578686,-0.56415127
DATCHET 3 (S),51.4736607,-0.56309483
SUNNYMEADS (WRAYSBURY 1 SOUTH),51.4615261,-0.55765994
SUNNYMEADS 1,51.46778436,-0.55543267
SUNNYMEADS 2,51.46727933,-0.55458477
SUNNYMEADS 3,51.46477193,-0.55106479
KINGSMEAD,51.47076143,-0.5474771
SILVERWINGS,51.44798995,-0.54726401
WRAYSBURY 2 (N),51.45666482,-0.5419653
HYTHE LAGOON (HYTHE END WEST),51.44461512,-0.53692386
"COLNE MERE, (HYTHE END CENTRAL)",51.4491847,-0.53271947
HERON LAKE,51.44707131,-0.52911751
ST ANNS LAKE,51.40152155,-0.51958159
MANOR LAKE,51.40815133,-0.51692298
FLEET LAKE,51.40859367,-0.51634788
ABBEY LAKE,51.40305427,-0.50713901
ABBEY 1,51.39990807,-0.50511384
ABBEY 2,51.39842172,-0.49928269
LITTLETON SOUTH,51.39041524,-0.48436676
LITTLETON NORTH,51.39473472,-0.48113341
LITTLETON EAST,51.39641808,-0.4750401
SHEEPWALK WEST,51.39600921,-0.4650775
SHEEPWALK EAST,51.39576189,-0.4633608
FERRY LANE BRPS,51.38633687,-0.45644751
MISC.10KM SQ COGGESHALL.............TL82,51.84957953,0.61198446
Alfhildsgrund V,58.735076,12.550109
Hönan SV,,
Kållandsö N,58.717989,13.134857
Kånkåstjärnen,62.607965,16.895842
Megrundet V,58.8462307,12.81398025
Stora Ålagylet,56.28447426,14.70517941
Sörfjärden,,
150B Salen norra delen,56.86762177,14.55852248
Grönsöfjärden Selaön,59.46640636,17.26904545
Gåsen,58.2197949,16.67385698
Kolsundet O,59.35521969,17.29846349
Kyrkfjärden,59.43482663,18.18965389
Långhalsen Torpfjärden,58.90992089,16.77879959
Nimmern,58.04644562,15.77894729
Norrviken 3,59.45705801,17.93456373
Ridöfjärden,59.51984251,16.61333915
Sigtunafjärden,59.61226626,17.72056073
Stäket,59.89459729,18.90907141
"Tåkern, Glänås",58.34981711,14.82350938
Svinstadsjön,58.37240176,15.83133196
